	time	[fba__A]	[C]	[fba__B1]	[fba__B2]	[model__D]	fba__R1	fba__R2	R3	update__R3	model__R4	vR3
318	31.8	10.0	0.399457731597	0.0	0.0	4.64458437371	0.0	0.0	0.0	0.00173850130061	0.0399457731597	0.00173850130061
319	31.9	10.0	0.395654373666	0.0	0.0	4.64855814244	0.0	0.0	0.0	0.00170410803328	0.0395654373666	0.00170410803328
320	32.0	10.0	0.391885489549	0.0	0.0	4.65249406608	0.0	0.0	0.0	0.00167039518	0.0391885489549	0.00167039518
321	32.1	10.0	0.388150802715	0.0	0.0	4.65639248784	0.0	0.0	0.0	0.00163734927992	0.0388150802715	0.00163734927992
322	32.2	10.0	0.384450038075	0.0	0.0	4.66025374819	0.0	0.0	0.0	0.00160495713847	0.0384450038075	0.00160495713847
323	32.3	10.0	0.380782921987	0.0	0.0	4.66407818486	0.0	0.0	0.0	0.00157320582214	0.0380782921987	0.00157320582214
324	32.4	10.0	0.37714918227	0.0	0.0	4.66786613284	0.0	0.0	0.0	0.00154208265326	0.037714918227	0.00154208265326
325	32.5	10.0	0.373548548215	0.0	0.0	4.67161792442	0.0	0.0	0.0	0.00151157520498	0.0373548548215	0.00151157520498
326	32.6	10.0	0.369980750593	0.0	0.0	4.67533388917	0.0	0.0	0.0	0.0014816712963	0.0369980750593	0.0014816712963
327	32.7	10.0	0.366445521665	0.0	0.0	4.679014354	0.0	0.0	0.0	0.0014523589872	0.0366445521665	0.0014523589872
328	32.8	10.0	0.362942595191	0.0	0.0	4.68265964313	0.0	0.0	0.0	0.00142362657385	0.0362942595191	0.00142362657385
329	32.9	10.0	0.359471706439	0.0	0.0	4.68627007814	0.0	0.0	0.0	0.00139546258399	0.0359471706439	0.00139546258399
330	33.0	10.0	0.35603259219	0.0	0.0	4.68984597797	0.0	0.0	0.0	0.0013678557723	0.035603259219	0.0013678557723
331	33.1	10.0	0.352624990748	0.0	0.0	4.69338765892	0.0	0.0	0.0	0.00134079511593	0.0352624990748	0.00134079511593
332	33.2	10.0	0.349248641943	0.0	0.0	4.69689543471	0.0	0.0	0.0	0.00131426981013	0.0349248641943	0.00131426981013
333	33.3	10.0	0.345903287142	0.0	0.0	4.70036961643	0.0	0.0	0.0	0.00128826926385	0.0345903287142	0.00128826926385
334	33.4	10.0	0.342588669249	0.0	0.0	4.70381051264	0.0	0.0	0.0	0.00126278309562	0.0342588669249	0.00126278309562
335	33.5	10.0	0.339304532715	0.0	0.0	4.70721842928	0.0	0.0	0.0	0.0012378011293	0.0339304532715	0.0012378011293
336	33.6	10.0	0.336050623539	0.0	0.0	4.7105936698	0.0	0.0	0.0	0.00121331339011	0.0336050623539	0.00121331339011
337	33.7	10.0	0.332826689276	0.0	0.0	4.71393653507	0.0	0.0	0.0	0.00118931010058	0.0332826689276	0.00118931010058
338	33.8	10.0	0.329632479036	0.0	0.0	4.71724732348	0.0	0.0	0.0	0.00116578167668	0.0329632479036	0.00116578167668
339	33.9	10.0	0.32646774349	0.0	0.0	4.7205263309	0.0	0.0	0.0	0.00114271872398	0.032646774349	0.00114271872398
340	34.0	10.0	0.323332234876	0.0	0.0	4.72377385071	0.0	0.0	0.0	0.00112011203391	0.0323332234876	0.00112011203391
341	34.1	10.0	0.320225706994	0.0	0.0	4.72699017385	0.0	0.0	0.0	0.00109795258006	0.0320225706994	0.00109795258006
342	34.2	10.0	0.317147915217	0.0	0.0	4.73017558878	0.0	0.0	0.0	0.00107623151461	0.0317147915217	0.00107623151461
343	34.3	10.0	0.314098616484	0.0	0.0	4.73333038153	0.0	0.0	0.0	0.00105494016477	0.0314098616484	0.00105494016477
344	34.4	10.0	0.31107756931	0.0	0.0	4.73645483571	0.0	0.0	0.0	0.00103407002932	0.031107756931	0.00103407002932
345	34.5	10.0	0.308084533781	0.0	0.0	4.73954923252	0.0	0.0	0.0	0.00101361277525	0.0308084533781	0.00101361277525
346	34.6	10.0	0.305119271556	0.0	0.0	4.74261385076	0.0	0.0	0.0	0.000993560234369	0.0305119271556	0.000993560234369
347	34.7	10.0	0.302181545869	0.0	0.0	4.74564896689	0.0	0.0	0.0	0.000973904400103	0.0302181545869	0.000973904400103
348	34.8	10.0	0.299271121528	0.0	0.0	4.74865485497	0.0	0.0	0.0	0.000954637424269	0.0299271121528	0.000954637424269
